Date-Hour(NMT),WindSpeed,Sunshine,AirPressure,Radiation,AirTemperature,RelativeAirHumidity,SystemProduction
17.03.2017-03:00,4.3,0,993.5,-7.2,3.2,73,0
17.03.2017-04:00,2.9,0,993.1,-7.1,2.7,70,0
17.03.2017-05:00,6.5,0,992,-6.7,3,64,0
17.03.2017-06:00,6.1,0,991.7,-6.8,2.2,66,0
17.03.2017-07:00,4.2,12,991.5,3.1,2,69,0
17.03.2017-08:00,4.4,59,991.1,94.1,3.3,63,175.75
17.03.2017-09:00,4.7,30,990.7,139.8,4.3,58,590.3333
17.03.2017-10:00,6.1,60,989.7,347.6,5.9,51,1072.1667
17.03.2017-11:00,5.5,60,989.1,445.4,7.1,48,3393.9999
17.03.2017-12:00,6.5,59,988.5,454.8,7.1,47,2104.5001
17.03.2017-13:00,7.3,58,987.8,464.1,8.6,39,3062.6667
17.03.2017-14:00,6.6,50,987.6,322.6,9.1,35,2918.6666
17.03.2017-15:00,7.9,51,987.7,260.6,8.9,35,2597.8333
17.03.2017-16:00,6,60,987.9,207.3,8.6,37,1388.8334
17.03.2017-17:00,5.4,60,988.5,152.6,8.6,37,1555.3333
17.03.2017-18:00,3.5,50,989.1,86.4,7.6,41,705.8333
17.03.2017-19:00,2.8,9,989.7,2.1,6.1,45,0
17.03.2017-20:00,3.3,0,990.3,-7.2,5,49,0
17.03.2017-21:00,2.7,0,990.6,-6.9,4.2,51,0
17.03.2017-22:00,2.5,0,990.5,-7,3,54,0
17.03.2017-23:00,1.9,0,990.2,-6.9,2.4,56,0
18.03.2017-00:00,0.8,0,990.4,-7.6,1.9,58,0
18.03.2017-01:00,1.8,0,990.4,-7.7,0.9,61,0
18.03.2017-02:00,1.1,0,990.2,-7.5,-0.1,64,0
18.03.2017-03:00,0.6,0,989.8,-7.9,-0.7,66,0
18.03.2017-04:00,2,0,989.9,-7.7,-1.7,72,0
18.03.2017-05:00,0.9,0,990.1,-7.3,-2.1,73,0
18.03.2017-06:00,1.1,0,990.2,-6.9,-2,73,0
18.03.2017-07:00,0.7,0,990.6,-1.3,-2.9,77,0
18.03.2017-08:00,1,50,990.9,92.1,0.3,67,0
18.03.2017-09:00,4.6,60,991.3,236.6,3,52,259.5
18.03.2017-10:00,6,15,992.5,220.6,1.8,75,1500.3333
18.03.2017-11:00,3.6,0,993.1,206.7,2.8,61,3222.6667
18.03.2017-12:00,2.4,31,993.4,309.8,4.7,51,5120
18.03.2017-13:00,3.8,27,993.8,312.5,5.1,42,6683.5
18.03.2017-14:00,3.5,14,994.2,264.7,5.6,39,5472.6666
18.03.2017-15:00,4.7,14,994.6,188.2,5.9,35,4882.5
18.03.2017-16:00,4.8,34,995.7,227.5,5.8,33,610.3334
18.03.2017-17:00,5.2,46,996.6,157.1,5.8,29,1380.6666
18.03.2017-18:00,3.9,4,997.7,20.6,4.6,35,922.3334
18.03.2017-19:00,3.3,0,998.7,-2.4,2.9,43,0
18.03.2017-20:00,3.1,0,999.8,-8,1.4,49,0
18.03.2017-21:00,0.5,0,1000.8,-8.3,-0.2,56,0
18.03.2017-22:00,2.7,0,1001.5,-7.5,-0.2,55,0
18.03.2017-23:00,0.9,0,1002.3,-7.6,-1.5,58,0
19.03.2017-00:00,2.7,0,1002.8,-8,-1.3,60,0
19.03.2017-01:00,1.6,0,1003.2,-7.6,-2.1,64,0
19.03.2017-02:00,2.2,0,1003.6,-7.4,-2.5,64,0
19.03.2017-03:00,3,0,1003.5,-7.3,-2.7,65,0
19.03.2017-04:00,0.4,0,1003.8,-6.6,-3.1,68,0
19.03.2017-05:00,3.4,0,1003.3,-6.7,-2.4,65,0
19.03.2017-06:00,0.9,0,1003.4,-6.7,-2.7,68,0
19.03.2017-07:00,2.5,3,1003.6,2.6,-2,65,0
19.03.2017-08:00,1.5,0,1003.5,48,-0.9,62,347.8333
19.03.2017-09:00,1.2,29,1002.8,166.3,1,51,860.8334
19.03.2017-10:00,2,60,1002.4,299.1,1.6,51,1982.1666
19.03.2017-11:00,1,11,1001.7,231.1,1.8,52,2333.1666
19.03.2017-12:00,1.8,27,1001.4,285.2,2.6,52,3183.3333
19.03.2017-13:00,3.1,60,1000.8,481.4,4,57,6175.3332
19.03.2017-14:00,2.4,60,1000.1,406.6,3.9,60,2606
19.03.2017-15:00,5.8,19,999.8,229.9,4,57,2494.8333
19.03.2017-16:00,5,15,999.4,195.3,3.5,67,1422.5
19.03.2017-17:00,4.4,3,999,116.3,3.1,65,717.3333
19.03.2017-18:00,3.8,0,998.8,38.3,2.8,71,85.1666
19.03.2017-19:00,3.3,0,998.6,5.1,2.6,76,0
19.03.2017-20:00,3.3,0,998.7,-5.7,0.8,92,0
19.03.2017-21:00,4.2,0,998.4,-5.4,1,90,0
19.03.2017-22:00,3,0,998.1,-5.3,0.5,96,0
19.03.2017-23:00,2,0,997.9,-5.1,0.5,94,0
20.03.2017-00:00,2.5,0,997.8,-5.7,0.5,93,0
20.03.2017-01:00,2.4,0,997.4,-5.3,0.5,92,0
20.03.2017-02:00,2.5,0,997.2,-5.5,0.1,98,0
20.03.2017-03:00,1.7,0,996.8,-5,-0.1,99,0
20.03.2017-04:00,3,0,996.6,-5.1,0.1,100,0
20.03.2017-05:00,2.9,0,996.4,-4.9,0,100,0
20.03.2017-06:00,2.8,0,996.4,-4.8,0.2,100,0
20.03.2017-07:00,3.2,0,996.3,1.4,0.3,100,0
20.03.2017-08:00,2.1,0,996.3,21,0.7,100,0
20.03.2017-09:00,2.3,0,996.5,53.2,1.1,97,30.75
20.03.2017-10:00,1.1,0,996.3,72.1,1.5,94,515.8334
20.03.2017-11:00,2.1,0,996.4,114.5,1.9,91,884.1666
20.03.2017-12:00,3.5,0,996.8,149.9,1.7,89,1430.1667
20.03.2017-13:00,2.2,0,996.8,116.7,1.9,89,1559.1666
20.03.2017-14:00,2.6,0,996.5,100.9,2.1,89,1495.3333
20.03.2017-15:00,2.5,0,995.6,97.6,2.2,88,1023.3333
20.03.2017-16:00,0.2,0,995.1,53.3,2.4,88,351.8334
20.03.2017-17:00,1.5,0,994.4,38.1,2.7,89,241.6666
20.03.2017-18:00,1.4,0,993.2,1.5,3.5,89,13.8334
20.03.2017-19:00,4.3,0,992.4,-4.4,3.7,95,0
20.03.2017-20:00,2.5,0,991,-5.2,3.6,95,0
20.03.2017-21:00,3.9,0,989.9,-5.8,3.7,90,0
20.03.2017-22:00,3.6,0,988.6,-5,3.2,94,0
20.03.2017-23:00,3.1,0,987.5,-4.5,2.8,94,0
21.03.2017-00:00,1.6,0,986.5,-4.3,2.4,95,0
21.03.2017-01:00,2.9,0,985.7,-4.2,1.6,97,0
21.03.2017-02:00,1.7,0,985.7,-4.5,1.7,97,0
21.03.2017-03:00,0.7,0,985.7,-5.7,1.6,97,0
21.03.2017-04:00,1.4,0,985.8,-6,2.1,98,0
21.03.2017-05:00,2.4,0,985.8,-5.7,1.9,100,0
21.03.2017-06:00,1.9,0,985.6,-5.6,1.5,100,0
21.03.2017-07:00,3.3,0,985.6,1.9,1.6,100,0
21.03.2017-08:00,2.5,0,985.7,25.4,2.1,98,122.1667
21.03.2017-09:00,2.2,0,986,57.6,2.5,95,566.1667
21.03.2017-10:00,1.7,0,986.6,78.2,3.2,93,1187.1666
21.03.2017-11:00,3.2,0,987,120.3,4.2,88,1468.6667
21.03.2017-12:00,3,0,987.4,196.7,5.2,84,2388.3334
21.03.2017-13:00,4.9,0,988,219.9,5.9,77,2702.9999
21.03.2017-14:00,5.3,0,988.1,229.9,6.6,69,3567.0001
21.03.2017-15:00,5,0,988.4,203.9,6.6,68,3255.6666
21.03.2017-16:00,3,1,988.6,161.7,6.9,68,1843.8333
21.03.2017-17:00,4.1,0,988.9,71.1,5.7,68,1148.8334
21.03.2017-18:00,3.2,0,989.5,44.3,5.3,68,197.8333
21.03.2017-19:00,1.4,0,990.3,0.2,3.8,75,0
21.03.2017-20:00,0.4,0,990.9,-7.1,2.8,84,0
21.03.2017-21:00,1.6,0,991.5,-7.6,1.4,91,0
21.03.2017-22:00,0.4,0,992.1,-7.4,1.4,90,0
21.03.2017-23:00,1.1,0,992.9,-7.9,0.6,91,0
22.03.2017-00:00,2,0,993.9,-7.7,0,93,0
22.03.2017-01:00,1.1,0,994.7,-6.9,-0.7,94,0
22.03.2017-02:00,2,0,995.7,-6.5,-0.4,95,0
22.03.2017-03:00,1.8,0,996.5,-6.5,-0.2,93,0
22.03.2017-04:00,1.3,0,997.4,-6.1,0.2,94,0
22.03.2017-05:00,0.6,0,998.5,-6.8,-0.3,94,0
22.03.2017-06:00,0.5,0,999.5,-7.3,-1.3,97,0
22.03.2017-07:00,1.4,28,1000.6,18.6,-1.1,97,0
22.03.2017-08:00,1.9,60,1001.6,121.5,1,93,222.1666
22.03.2017-09:00,1.5,60,1002.5,217.7,2.4,89,273.5001
22.03.2017-10:00,2.1,59,1003.2,357.4,3.9,71,1721.8334
22.03.2017-11:00,3.7,60,1003.6,454,6.3,45,5028.1666
22.03.2017-12:00,4.6,60,1004.2,532.8,7.1,35,6168.8334
22.03.2017-13:00,5.7,60,1005.1,552.2,7.6,32,3966.1666
22.03.2017-14:00,4.3,60,1005.9,525.7,8,31,4349.1666
22.03.2017-15:00,6.2,60,1006.7,462.4,8,35,5973.8334
22.03.2017-16:00,5.7,57,1007.9,290.4,6.4,45,1573.3333
22.03.2017-17:00,5.7,49,1009.2,226,5.5,46,2223.5
22.03.2017-18:00,1.7,49,1010.1,79,5.6,47,1064.9999
22.03.2017-19:00,1.2,20,1011.5,6,3.3,56,9.1667
22.03.2017-20:00,2.6,0,1012.6,-7.2,3.5,48,0
22.03.2017-21:00,3.3,0,1013.4,-7,2.9,51,0
22.03.2017-22:00,2.4,0,1014.8,-6.7,2.1,55,0
22.03.2017-23:00,1.8,0,1016.1,-7.7,0.9,57,0
23.03.2017-00:00,1.5,0,1016.7,-6.6,1,52,0
23.03.2017-01:00,2.5,0,1017.5,-7.3,0.4,53,0
23.03.2017-02:00,2.1,0,1018.5,-6.8,-0.5,56,0
23.03.2017-03:00,0.9,0,1019.2,-7.5,-2.2,66,0
23.03.2017-04:00,0.9,0,1019.4,-7.4,-2.8,70,0
23.03.2017-05:00,1.8,0,1020.1,-7.3,-2.5,67,0
23.03.2017-06:00,0.7,0,1020.9,-6.8,-3.1,70,0
23.03.2017-07:00,0.9,34,1021.3,21.6,-3.2,71,0
23.03.2017-08:00,0.6,60,1022.2,132.2,0.9,56,0
23.03.2017-09:00,2.8,60,1022.6,281.4,1.9,56,450.8334
23.03.2017-10:00,2.4,60,1023.1,370,2.9,43,2410.1666
23.03.2017-11:00,2.2,60,1023,486.6,5.3,36,5615.6668
23.03.2017-12:00,4.3,60,1023,509,5.8,32,6341.8332
23.03.2017-13:00,3,60,1022.7,643.1,7.8,32,5365.3333
23.03.2017-14:00,3.9,60,1022.5,549,8.3,33,6305
23.03.2017-15:00,4,60,1022.4,436.8,8.8,32,5360.1667
23.03.2017-16:00,3.7,60,1022.2,354,9.1,32,2008.1667
23.03.2017-17:00,4.3,59,1022.5,236,8,31,2862.6667
23.03.2017-18:00,4.3,21,1023.1,42.1,6.4,36,304
23.03.2017-19:00,3.3,0,1023.7,2.9,5.4,40,2
23.03.2017-20:00,2.6,0,1024.1,-6.7,4.1,45,0
23.03.2017-21:00,3.5,0,1024.6,-6.4,3.2,49,0
23.03.2017-22:00,1.2,0,1025.4,-7.5,1.9,54,0
23.03.2017-23:00,2.4,0,1025.5,-7.9,0.6,61,0
24.03.2017-00:00,1.9,0,1025.9,-7.2,-0.8,70,0
24.03.2017-01:00,2.1,0,1026.2,-6.9,-0.6,70,0
24.03.2017-02:00,0.8,0,1026.4,-6.5,-0.8,73,0
24.03.2017-03:00,1.4,0,1026.4,-7.2,-1.3,76,0
24.03.2017-04:00,2.1,0,1026.2,-6.9,-0.9,74,0
24.03.2017-05:00,0.2,0,1026.4,-6.3,-1.1,78,0
24.03.2017-06:00,1.8,0,1026.3,-6.3,-0.8,77,0
24.03.2017-07:00,0.6,0,1026.7,6.6,-0.4,76,0
24.03.2017-08:00,0.2,4,1026.6,81.8,0.7,70,427
24.03.2017-09:00,1.4,45,1026.8,191,1.8,68,882.8334
24.03.2017-10:00,1.5,60,1026.5,325.9,3.8,65,2571.1667
24.03.2017-11:00,2.7,49,1026,414.6,5.5,58,4822.3333
24.03.2017-12:00,2.7,14,1026.1,308.5,6.6,50,3406.8334
24.03.2017-13:00,6.3,40,1025.7,407.6,8.5,34,3946.0001
24.03.2017-14:00,6.6,23,1026.2,328.3,6.5,52,3557.5
24.03.2017-15:00,3.7,0,1025.9,125.1,3.9,76,908.8334
24.03.2017-16:00,2.8,0,1025.5,40.1,3.9,76,316.4999
24.03.2017-17:00,3,0,1024.7,17.4,3.6,76,79.8333
24.03.2017-18:00,3.5,0,1024.4,2.2,3.5,77,20.5
24.03.2017-19:00,4.1,0,1023.8,-4.2,3.3,77,0
24.03.2017-20:00,3.1,0,1023.9,-5.7,3.2,75,0
24.03.2017-21:00,2.9,0,1023.5,-6.8,2.2,81,0
24.03.2017-22:00,0.9,0,1023.2,-7.2,1.9,83,0
24.03.2017-23:00,0.3,0,1023.2,-7.1,1,87,0
25.03.2017-00:00,1,0,1023.2,-7.5,0.9,86,0
25.03.2017-01:00,1.1,0,1023,-6.9,0,87,0
25.03.2017-02:00,1.7,0,1022.9,-6.7,-0.3,88,0
25.03.2017-03:00,0.9,0,1022.8,-6.6,-0.1,85,0
25.03.2017-04:00,0.7,0,1022.7,-6.9,-0.3,86,0
25.03.2017-05:00,0.7,0,1023,-7,-0.7,87,0
25.03.2017-06:00,1.1,0,1023.3,-6.2,-0.6,87,0
25.03.2017-07:00,1.9,0,1023.8,17.2,0.2,84,0
25.03.2017-08:00,1.1,31,1024.2,116.9,3.5,73,372.5
25.03.2017-09:00,0.6,60,1024.3,245.4,6,60,1023.3333
25.03.2017-10:00,2.2,60,1024.8,320.4,7.4,54,2581.6667
25.03.2017-11:00,2.3,60,1024.8,440.8,9.7,48,4693.1668
25.03.2017-12:00,1.8,60,1024.6,471.9,11.2,41,4958.0002
25.03.2017-13:00,2.4,53,1024.1,440.8,11.5,35,4581.5
25.03.2017-14:00,2.6,60,1023.9,390.5,11.9,33,4491.4999
25.03.2017-15:00,2.8,60,1023.3,363.2,12.1,25,3395.5
25.03.2017-16:00,2.6,60,1022.9,344.2,12.9,27,3910.5
25.03.2017-17:00,3.2,60,1022.6,213.5,12.1,35,2077.1667
25.03.2017-18:00,2.7,20,1022,90.9,10.9,45,245.1667
25.03.2017-19:00,1.7,0,1022.4,4.1,9.9,50,2.1667
25.03.2017-20:00,1.6,0,1022.6,-6.5,9.5,52,0
25.03.2017-21:00,1.4,0,1022.9,-7,6.9,62,0
25.03.2017-22:00,1.5,0,1022.7,-7.6,5.5,68,0
25.03.2017-23:00,0.7,0,1023,-7,5,71,0
26.03.2017-00:00,1.2,0,1023.2,-7.1,5.1,71,0
26.03.2017-01:00,1,0,1022.8,-7.4,4.3,74,0
26.03.2017-02:00,1.2,0,1022.3,-6.3,4,77,0
26.03.2017-03:00,1.1,0,1022.6,-7,3.2,80,0
26.03.2017-04:00,1.5,0,1022.3,-7.1,2.8,83,0
26.03.2017-05:00,0.8,0,1022,-6.7,2.1,85,0
26.03.2017-06:00,0.4,0,1022.1,-6.3,1.9,86,0
26.03.2017-07:00,0.3,17,1021.9,27.8,2.7,85,0
26.03.2017-08:00,0.5,60,1021.9,186.1,6.5,67,69.1667
26.03.2017-09:00,1.9,60,1021.9,246.7,6.5,70,610.6666
26.03.2017-10:00,1.5,60,1021.5,411.3,8.9,63,694.8333
26.03.2017-11:00,1.6,60,1020.9,509,11.6,55,2760.3333
26.03.2017-12:00,2,60,1020.4,561.7,13.7,51,4936.1666
26.03.2017-13:00,1.3,60,1019.9,551.1,16.3,46,6137.1668
26.03.2017-14:00,3.4,60,1019.6,519,18.2,43,6514
26.03.2017-15:00,6.3,60,1019.3,455.3,19.7,40,6357.1666
26.03.2017-16:00,5,60,1018.9,382.5,19.8,39,5768.1666
26.03.2017-17:00,5.4,60,1019.1,308.6,19,39,3886.8334
26.03.2017-18:00,3.6,55,1019.4,136.2,16.9,44,1283.0001
26.03.2017-19:00,2.4,20,1020,10.2,15.7,47,781.4999
26.03.2017-20:00,2.3,0,1020.7,-7.1,15.1,48,21.5
26.03.2017-21:00,2.8,0,1021.3,-7.8,13.5,54,0
26.03.2017-22:00,1.9,0,1021.9,-8.1,11.9,59,0
26.03.2017-23:00,1.3,0,1022.1,-8.1,8.9,68,0
27.03.2017-00:00,0.4,0,1022.3,-8,7,78,0
27.03.2017-01:00,1,0,1022,-8.2,6.2,80,0
27.03.2017-02:00,1.8,0,1021.9,-7.6,4.8,90,0
27.03.2017-03:00,0.9,0,1021.7,-7.1,4,91,0
27.03.2017-04:00,0.8,0,1021.4,-7.2,2.9,94,0
27.03.2017-05:00,0.3,0,1021.1,-7,2.6,97,0
27.03.2017-06:00,0.3,0,1020.7,-5.9,2,97,0
27.03.2017-07:00,0.4,15,1020.3,24.6,2.8,98,0
27.03.2017-08:00,1.1,51,1019.7,148.1,4.7,91,0
27.03.2017-09:00,2.1,60,1019.1,269.7,5.2,86,72
27.03.2017-10:00,2.3,60,1018.3,393.9,8,75,461.3333
27.03.2017-11:00,1.6,60,1017.9,420.4,9.7,69,2461
27.03.2017-12:00,1.6,51,1017.4,410,11.4,63,3561.3333
27.03.2017-13:00,1.4,42,1016.7,398.3,13.5,57,3162.3333
27.03.2017-14:00,2.7,60,1015.7,522.1,16.9,44,3976.9999
27.03.2017-15:00,3.6,60,1015,403.8,18.4,33,3071.6666
27.03.2017-16:00,4.9,60,1014.9,415.5,18.6,28,2039.5
27.03.2017-17:00,3.8,19,1014.9,176.2,17.3,30,1487.1667
27.03.2017-18:00,2.3,21,1015.1,91.3,16.2,32,762.8334
27.03.2017-19:00,1.3,6,1015.5,15.8,14.3,36,681.5
27.03.2017-20:00,1.4,0,1016.5,-7.5,10.9,49,15.8333
27.03.2017-21:00,2.2,0,1017.5,-8.2,9.6,53,0
27.03.2017-22:00,5,0,1018.1,-7.7,9.6,50,0
27.03.2017-23:00,2.2,0,1018.6,-7.6,8.4,53,0
28.03.2017-00:00,1,0,1019,-8.6,7.3,54,0
28.03.2017-01:00,3.2,0,1019.2,-8.5,5.9,60,0
28.03.2017-02:00,2.1,0,1019.5,-7.7,5.2,62,0
28.03.2017-03:00,2.3,0,1019.7,-7.6,4.8,64,0
28.03.2017-04:00,2.4,0,1019.7,-7.2,4.5,66,0
28.03.2017-05:00,3.5,0,1019.7,-6.8,4.8,64,0
28.03.2017-06:00,3.3,0,1020,-6.1,4.9,63,0
28.03.2017-07:00,2.4,15,1020.4,20.7,4.2,65,0
28.03.2017-08:00,2,60,1020.6,155.4,6.9,51,0
28.03.2017-09:00,3.5,60,1020.6,290,7.5,47,0
28.03.2017-10:00,1.8,60,1020.2,402,9,47,170.6667
28.03.2017-11:00,1,60,1019.7,487.5,10,47,2731.3333
28.03.2017-12:00,1.7,60,1019.1,535.1,10.6,42,5705
28.03.2017-13:00,2.7,60,1018.2,563,11.1,41,6366.1666
28.03.2017-14:00,1.5,60,1017.5,548,12.2,40,6333.8334
28.03.2017-15:00,2.5,60,1016.8,488.5,11.7,42,6237.1668
28.03.2017-16:00,1.4,60,1016.3,239.8,10.7,44,4180.3332
28.03.2017-17:00,0.7,60,1015.7,174.1,11.2,41,3389
28.03.2017-18:00,1.3,43,1015.4,102,10.3,44,2570.6666
28.03.2017-19:00,3.9,0,1015.6,6,8.5,52,866.8334
28.03.2017-20:00,5.3,0,1015.7,-6.3,7.5,52,9.8333
28.03.2017-21:00,6,0,1016,-6.2,6.9,50,0
28.03.2017-22:00,4.7,0,1015.7,-6,6.6,51,0
28.03.2017-23:00,3.2,0,1016,-5.9,6.5,51,0
29.03.2017-00:00,3,0,1015.8,-6.1,6,53,0
29.03.2017-01:00,3.6,0,1015.6,-6,5.4,55,0
29.03.2017-02:00,3.5,0,1014.8,-6.2,4.6,56,0
29.03.2017-03:00,4.4,0,1014.2,-6.1,4,54,0
29.03.2017-04:00,3.9,0,1014,-5.6,3.5,52,0
29.03.2017-05:00,4.7,0,1013.6,-5.7,3.3,52,0
29.03.2017-06:00,4.5,0,1013.8,-5.1,3.1,51,0
29.03.2017-07:00,4.7,0,1014.1,3.5,3,51,0
29.03.2017-08:00,4,0,1014.2,38.1,3.2,50,0
29.03.2017-09:00,3.2,0,1014.6,111.1,3.9,49,325.0834
29.03.2017-10:00,4.1,0,1015.3,181.3,4,48,965.9999
29.03.2017-11:00,4.5,0,1015.6,189.4,4.2,49,1124.3334
29.03.2017-12:00,3.1,0,1015.8,222.6,4.7,50,1215.8333
29.03.2017-13:00,2.9,0,1016,294,5.5,48,1661.8334
29.03.2017-14:00,2.7,0,1016.5,257,6,46,1887
29.03.2017-15:00,1.6,1,1016.4,246.1,6.5,46,2461.0001
29.03.2017-16:00,3.5,49,1016.5,245.8,7,45,3454.5001
29.03.2017-17:00,2,14,1017,158.9,6.9,45,2647.8333
29.03.2017-18:00,2.5,4,1017.6,60.6,6,50,1673.5
29.03.2017-19:00,1.1,17,1018.7,12.4,4.2,58,536.5001
29.03.2017-20:00,2.5,0,1019.7,-7.8,2.5,64,21.6667
29.03.2017-21:00,2.8,0,1020.5,-7.3,1.5,67,0
29.03.2017-22:00,2.1,0,1021,-7,0.4,69,0
29.03.2017-23:00,2.9,0,1021.8,-7.2,-0.1,71,0
30.03.2017-00:00,3.8,0,1021.6,-6,1.7,53,0
30.03.2017-01:00,2.2,0,1021.9,-5.9,2,49,0
30.03.2017-02:00,3.2,0,1021.6,-5.9,2.2,47,0
30.03.2017-03:00,2.4,0,1021.4,-6.1,2,49,0
30.03.2017-04:00,2.5,0,1021.1,-6.1,1.9,50,0
30.03.2017-05:00,1.7,0,1020.6,-6.4,1.8,51,0
30.03.2017-06:00,1.9,0,1020.1,-5.3,1.8,54,0
30.03.2017-07:00,1,0,1019.7,10,2.1,54,0
30.03.2017-08:00,1.1,0,1019.3,34.7,2.6,60,0
30.03.2017-09:00,0.9,0,1018.5,58.8,3.4,67,424.3333
30.03.2017-10:00,2.7,0,1018.2,57.1,4,79,470.3334
30.03.2017-11:00,3.2,0,1017.3,28.3,2.7,93,437
30.03.2017-12:00,2.3,0,1016.7,30.4,2.2,96,252.3333
30.03.2017-13:00,3.1,0,1015.7,32.3,2.8,98,393.1666
30.03.2017-14:00,3.8,0,1014.7,37.1,3,97,481.1666
30.03.2017-15:00,3.4,0,1013.4,31.4,3,97,542
30.03.2017-16:00,3.1,0,1012.5,36.1,3.3,95,268.6667
30.03.2017-17:00,0.8,0,1011.5,22.7,3.5,98,529.5
30.03.2017-18:00,0.7,0,1011,10.2,3.6,99,201.1666
30.03.2017-19:00,0.7,0,1010.8,-2.6,3.6,99,24.8334
30.03.2017-20:00,1.8,0,1010.8,-6.1,3.3,98,0
30.03.2017-21:00,0.6,0,1010.7,-5.9,3.4,99,0
30.03.2017-22:00,0.6,0,1011,-5.8,3.5,99,0
30.03.2017-23:00,2.1,0,1011.2,-5.7,3.7,99,0
31.03.2017-00:00,1.4,0,1011.4,-5.6,3.7,96,0
31.03.2017-01:00,1.7,0,1011.8,-5.2,3.7,94,0
31.03.2017-02:00,2.8,0,1012,-4.8,2.8,95,0
31.03.2017-03:00,2.7,0,1011.9,-5.3,2.6,95,0
31.03.2017-04:00,1.4,0,1012.5,-5.4,2.6,95,0
31.03.2017-05:00,2.2,0,1012.6,-5.6,2.4,94,0
31.03.2017-06:00,2.7,0,1013,-4.5,2.4,95,0
31.03.2017-07:00,2.3,0,1013.3,6.8,2.4,94,0
31.03.2017-08:00,3.1,0,1013.3,54.4,2.2,93,0
31.03.2017-09:00,2.6,0,1013.5,97,2.5,91,357.5
31.03.2017-10:00,2.1,0,1014,100,2.7,91,633.3333
31.03.2017-11:00,3.1,0,1014.1,77.6,2.7,92,682.1667
31.03.2017-12:00,3.3,0,1014.2,83.6,2.7,93,604
31.03.2017-13:00,2.9,0,1013.7,99.9,3.1,95,905.1666
31.03.2017-14:00,3.5,0,1013.2,107.3,3.4,94,789.6667
31.03.2017-15:00,3.5,0,1012.7,85.4,3.6,94,907.1666
31.03.2017-16:00,2.8,0,1012,62.9,3.6,94,582.6667
31.03.2017-17:00,3.1,0,1011.4,40,3.5,94,367.1667
31.03.2017-18:00,3.1,0,1011,14.6,3.5,94,251.5
31.03.2017-19:00,2.9,0,1010.7,-1.6,3.5,95,40.8333
31.03.2017-20:00,2.9,0,1010.3,-4.4,3.7,95,0
31.03.2017-21:00,2.5,0,1009.7,-5.1,3.7,94,0
31.03.2017-22:00,2.3,0,1008.9,-5.7,3.9,95,0
31.03.2017-23:00,2.6,0,1008.3,-5.5,3.9,96,0
01.04.2017-00:00,2.7,0,1007.4,-5.8,3.8,98,0
01.04.2017-01:00,1.7,0,1007,-5.9,3.8,99,0
01.04.2017-02:00,2.5,0,1006.1,-5.7,3.6,98,0
01.04.2017-03:00,1.9,0,1005.4,-4.8,4,97,0
01.04.2017-04:00,1,0,1005.6,-6.2,3.9,98,0
01.04.2017-05:00,1,0,1005.2,-6.8,3.7,99,0
01.04.2017-06:00,0.8,0,1004.9,-5.7,3.8,100,0
01.04.2017-07:00,1.5,0,1005.1,4.9,4,100,0
01.04.2017-08:00,2.4,0,1005.3,36.2,4.1,100,0
01.04.2017-09:00,2.3,0,1005.6,57.3,4.3,100,389.8334
01.04.2017-10:00,1.9,0,1005.8,74.7,4.8,100,673.1667
01.04.2017-11:00,1.8,0,1005.8,105.1,5.6,100,979.5
01.04.2017-12:00,0.8,0,1006,136.9,6.4,95,1331.8333
01.04.2017-13:00,0.7,16,1005.4,327.4,10.6,81,3943.8334
01.04.2017-14:00,3.9,60,1005,548.2,11.2,77,3484.3332
01.04.2017-15:00,4.6,21,1005,241.3,10.2,81,4388.1668
01.04.2017-16:00,4.6,22,1004.9,250,9.2,84,4376.1666
01.04.2017-17:00,4.9,25,1004.9,192.6,8.9,85,3894.5001
01.04.2017-18:00,3.5,1,1005.2,68.5,8.6,87,2070.8334
01.04.2017-19:00,2.1,8,1005.7,21,7.7,90,941.1667
01.04.2017-20:00,0.9,0,1006.4,-6.4,6.8,94,53
01.04.2017-21:00,1.4,0,1006.8,-7.3,5.9,96,0
01.04.2017-22:00,2,0,1007.2,-7.6,4.2,97,0
01.04.2017-23:00,0.5,0,1007.7,-7.2,3.5,97,0
02.04.2017-00:00,0.6,0,1008.1,-7.5,2.5,97,0
02.04.2017-01:00,1.5,0,1008.4,-7.2,2.9,99,0
02.04.2017-02:00,1.5,0,1008.5,-6.7,3.8,100,0
02.04.2017-03:00,0.6,0,1008.7,-6.4,3.9,100,0
02.04.2017-04:00,1.2,0,1009.1,-6.3,3.9,100,0
02.04.2017-05:00,1.1,0,1009.2,-6.4,3.8,100,0
02.04.2017-06:00,1.1,0,1009.8,-5.7,3.5,100,0
02.04.2017-07:00,0.8,0,1010.3,4.1,3.4,100,0
02.04.2017-08:00,0.4,0,1010.9,39.8,3.7,100,0
02.04.2017-09:00,0.7,0,1011.5,66.7,3.6,100,882.8333
02.04.2017-10:00,0.6,0,1012.1,186,4.5,100,1184.6667
02.04.2017-11:00,1,37,1012.4,341.4,7.2,87,4546.1668
02.04.2017-12:00,2.1,53,1012.4,411.8,9.1,75,4522.1667
02.04.2017-13:00,0.5,40,1012.4,544.8,12.3,64,5606.1664
02.04.2017-14:00,2.1,56,1012.4,538.8,13.8,55,5369.4999
02.04.2017-15:00,2.8,60,1012.4,506.8,14.6,52,5828.5
02.04.2017-16:00,2.6,60,1012.6,413.4,14.7,48,5968.1666
